h,h_label,r,t,t_label,tau_start,tau_end,l_h_lat,l_h_lon,l_t_lat,l_t_lon,vi_context,source
Nhà tù Hòa Bình,Nhà tù Hòa Bình,locatedIn,Phú Thọ,Phú Thọ,,,,,,,Hòa Bình; Lịch sử; vùng Đông Bắc Bộ,Wikipedia-Heritage
Động Tiên Phi,Động Tiên Phi,locatedIn,Phú Thọ,Phú Thọ,2000,2000,,,,,Hòa Bình; Danh thắng; vùng Đông Bắc Bộ,Wikipedia-Heritage
Động Thác Bờ,Động Thác Bờ,locatedIn,Phú Thọ,Phú Thọ,2009,2009,,,,,Đà Bắc; Danh thắng; vùng Đông Bắc Bộ,Wikipedia-Heritage
Động Hoa Tiên,Động Hoa Tiên,locatedIn,Phú Thọ,Phú Thọ,2003,2003,,,,,Tân Lạc; Danh thắng; vùng Đông Bắc Bộ,Wikipedia-Heritage
Động Thiên Long Yên Thủy,Động Thiên Long Yên Thủy,locatedIn,Phú Thọ,Phú Thọ,2003,2003,,,,,Lạc Lương; Danh thắng; vùng Đông Bắc Bộ,Wikipedia-Heritage
"Hang Chùa, Yên Thủy","Hang Chùa, Yên Thủy",locatedIn,Phú Thọ,Phú Thọ,,,,,,,Yên Thủy; Danh thắng; vùng Đông Bắc Bộ,Wikipedia-Heritage
Hang Chổ,Hang Chổ,locatedIn,Phú Thọ,Phú Thọ,,,,,,,Cao Sơn; Danh thắng; vùng Đông Bắc Bộ,Wikipedia-Heritage
Hang xóm Trại và Mái đá làng Vành,Hang xóm Trại và Mái đá làng Vành,locatedIn,Phú Thọ,Phú Thọ,2024,2024,,,,,Lạc Sơn; Di tích khảo cổ; vùng Đông Bắc Bộ,Wikipedia-Heritage
Danh thắng Tây Thiên,Danh thắng Tây Thiên,locatedIn,Phú Thọ,Phú Thọ,1991,1991,,,,,"Đại Đình, Tam Đảo; Lịch sử văn hóa đặc biệt; vùng Đông Bắc Bộ",Wikipedia-Heritage
Đình Đạm Xuyên,Đình Đạm Xuyên,locatedIn,Phú Thọ,Phú Thọ,2003,2003,,,,,Tiền Châu; Lịch sử văn hóa; vùng Đông Bắc Bộ,Wikipedia-Heritage
Chiến khu Ngọc Thanh,Chiến khu Ngọc Thanh,locatedIn,Phú Thọ,Phú Thọ,1995,1995,,,,,Ngọc Thanh; Lịch sử cách mạng; vùng Đông Bắc Bộ,Wikipedia-Heritage
Chùa Bảo Sơn (Vĩnh Phúc),Chùa Bảo Sơn (Vĩnh Phúc),locatedIn,Phú Thọ,Phú Thọ,1994,1994,,,,,Nam Viêm; Lịch sử văn hóa; vùng Đông Bắc Bộ,Wikipedia-Heritage
Đình Khả Do,Đình Khả Do,locatedIn,Phú Thọ,Phú Thọ,1994,1994,,,,,"Nam Viêm, Phúc Yên; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Đình Cao Quang,Đình Cao Quang,locatedIn,Phú Thọ,Phú Thọ,1990,1990,,,,,Cao Minh; Lịch sử văn hóa; vùng Đông Bắc Bộ,Wikipedia-Heritage
Đền Ngô Miễn,Đền Ngô Miễn,locatedIn,Phú Thọ,Phú Thọ,1991,1991,,,,,"Phúc Thắng, Phúc Yên; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Đình Sen Hồ (Vĩnh Phúc),Đình Sen Hồ (Vĩnh Phúc),locatedIn,Phú Thọ,Phú Thọ,1993,1993,,,,,"Thái Hòa, Lập Thạch; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Trần Nguyên Hãn,Trần Nguyên Hãn,locatedIn,Phú Thọ,Phú Thọ,1984,1984,,,,,"Sơn Đông, Lập Thạch; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Đỗ Khắc Chung,Đỗ Khắc Chung,locatedIn,Phú Thọ,Phú Thọ,1993,1993,,,,,"Sơn Đông, Lập Thạch; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Chùa Vĩnh Phúc,Chùa Vĩnh Phúc,locatedIn,Phú Thọ,Phú Thọ,1993,1993,,,,,"Sơn Đông, Lập Thạch; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Đình Tây Hạ,Đình Tây Hạ,locatedIn,Phú Thọ,Phú Thọ,1992,1992,,,,,"Bàn Giản, Lập Thạch; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Chùa Đông Lai (Vĩnh Phúc),Chùa Đông Lai (Vĩnh Phúc),locatedIn,Phú Thọ,Phú Thọ,1992,1992,,,,,Lập Thạch; Lịch sử văn hóa; vùng Đông Bắc Bộ,Wikipedia-Heritage
Đền Triệu Thái,Đền Triệu Thái,locatedIn,Phú Thọ,Phú Thọ,1992,1992,,,,,Đồng Ích; Lịch sử văn hóa; vùng Đông Bắc Bộ,Wikipedia-Heritage
Đình Ngõa,Đình Ngõa,locatedIn,Phú Thọ,Phú Thọ,1994,1994,,,,,"Văn Quán, Lập Thạch; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Đình Đình Chu,Đình Đình Chu,locatedIn,Phú Thọ,Phú Thọ,1996,1996,,,,,Đình Chu; Lịch sử văn hóa; vùng Đông Bắc Bộ,Wikipedia-Heritage
Đình Thạch Trục,Đình Thạch Trục,locatedIn,Phú Thọ,Phú Thọ,1996,1996,,,,,Lập Thạch; Lịch sử văn hóa; vùng Đông Bắc Bộ,Wikipedia-Heritage
Chùa Am (Vĩnh Phúc),Chùa Am (Vĩnh Phúc),locatedIn,Phú Thọ,Phú Thọ,1994,1994,,,,,Sơn Đông; Lịch sử văn hóa; vùng Đông Bắc Bộ,Wikipedia-Heritage
Chùa Sùng Khánh,Chùa Sùng Khánh,locatedIn,Phú Thọ,Phú Thọ,2015,2015,,,,,Tiên Lữ; Lịch sử văn hóa; vùng Đông Bắc Bộ,Wikipedia-Heritage
Đình Tiên Lữ (Vĩnh Phúc),Đình Tiên Lữ (Vĩnh Phúc),locatedIn,Phú Thọ,Phú Thọ,2000,2000,,,,,"Tiên Lữ, Lập Thạch; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Tháp Bình Sơn,Tháp Bình Sơn,locatedIn,Phú Thọ,Phú Thọ,1962,1962,,,,,"Tam Sơn, Sông Lô; Lịch sử kiến trúc đặc biệt; vùng Đông Bắc Bộ",Wikipedia-Heritage
Đình Hương Canh,Đình Hương Canh,locatedIn,Phú Thọ,Phú Thọ,1964,1964,,,,,Hương Canh; Lịch sử văn hóa; vùng Đông Bắc Bộ,Wikipedia-Heritage
Đình Ngọc Canh,Đình Ngọc Canh,locatedIn,Phú Thọ,Phú Thọ,1984,1984,,,,,"Hương Canh, Bình Xuyên; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Đình Tiên Hường,Đình Tiên Hường,locatedIn,Phú Thọ,Phú Thọ,1984,1984,,,,,"Hương Canh, Bình Xuyên; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Chùa Kính Phúc,Chùa Kính Phúc,locatedIn,Phú Thọ,Phú Thọ,2000,2000,,,,,"Hương Canh, Bình Xuyên; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Đền Xuân Lãng,Đền Xuân Lãng,locatedIn,Phú Thọ,Phú Thọ,2000,2000,,,,,"Thanh Lãng, Bình Xuyên; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Chùa Quảng Hựu,Chùa Quảng Hựu,locatedIn,Phú Thọ,Phú Thọ,1994,1994,,,,,"Thanh Lãng, Bình Xuyên; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Đền Thánh Mẫu (Vĩnh Phúc),Đền Thánh Mẫu (Vĩnh Phúc),locatedIn,Phú Thọ,Phú Thọ,1992,1992,,,,,"Thanh Lãng, Bình Xuyên; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Lý Nam Đế,Lý Nam Đế,locatedIn,Phú Thọ,Phú Thọ,1992,1992,,,,,"Đạo Đức, Bình Xuyên; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Chùa Can Bi,Chùa Can Bi,locatedIn,Phú Thọ,Phú Thọ,1993,1993,,,,,"Phú Xuân, Bình Xuyên; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Đình Quất Lưu,Đình Quất Lưu,locatedIn,Phú Thọ,Phú Thọ,1993,1993,,,,,"Quất Lưu, Bình Xuyên; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Chùa Tùng Vân,Chùa Tùng Vân,locatedIn,Phú Thọ,Phú Thọ,1992,1992,,,,,"Thổ Tang, Vĩnh Tường; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Đình Thổ Tang,Đình Thổ Tang,locatedIn,Phú Thọ,Phú Thọ,1964,1964,,,,,"Thổ Tang, Vĩnh Tường; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Đình Bích Chu,Đình Bích Chu,locatedIn,Phú Thọ,Phú Thọ,1990,1990,,,,,"An Tường, Vĩnh Tường; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Đình Thủ Độ,Đình Thủ Độ,locatedIn,Phú Thọ,Phú Thọ,1992,1992,,,,,"An Tường, Vĩnh Tường; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Đình Cam Giá,Đình Cam Giá,locatedIn,Phú Thọ,Phú Thọ,1996,1996,,,,,"An Tường, Vĩnh Tường; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Miếu Trúc Lâm,Miếu Trúc Lâm,locatedIn,Phú Thọ,Phú Thọ,2015,2015,,,,,"Thổ Tang, Vĩnh Tường; Văn hóa kiến trúc; vùng Đông Bắc Bộ",Wikipedia-Heritage
Đình Phương Viên,Đình Phương Viên,locatedIn,Phú Thọ,Phú Thọ,2015,2015,,,,,"Thổ Tang, Vĩnh Tường; Văn hóa kiến trúc; vùng Đông Bắc Bộ",Wikipedia-Heritage
Đền Phú Đa,Đền Phú Đa,locatedIn,Phú Thọ,Phú Thọ,1984,1984,,,,,Lũng Hòa; Lịch sử văn hóa; vùng Đông Bắc Bộ,Wikipedia-Heritage
Đình Hòa Loan,Đình Hòa Loan,locatedIn,Phú Thọ,Phú Thọ,1992,1992,,,,,"Lũng Hòa, Vĩnh Tường; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Lê Ngọc Chinh,Lê Ngọc Chinh,locatedIn,Phú Thọ,Phú Thọ,1994,1994,,,,,"Lũng Hòa, Vĩnh Tường; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Đền Đuông,Đền Đuông,locatedIn,Phú Thọ,Phú Thọ,1993,1993,,,,,Bồ Sao; Lịch sử văn hóa; vùng Đông Bắc Bộ,Wikipedia-Heritage
Chùa Thượng Trưng,Chùa Thượng Trưng,locatedIn,Phú Thọ,Phú Thọ,1992,1992,,,,,Thượng Trưng; Lịch sử văn hóa; vùng Đông Bắc Bộ,Wikipedia-Heritage
Địa điểm lưu niệm Chủ tịch Hồ Chí Minh tại Vĩnh Tường,Địa điểm lưu niệm Chủ tịch Hồ Chí Minh tại Vĩnh Tường,locatedIn,Phú Thọ,Phú Thọ,1995,1995,,,,,"Bình Dương, Vĩnh Tường; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Chùa Hoa Dương,Chùa Hoa Dương,locatedIn,Phú Thọ,Phú Thọ,1994,1994,,,,,Tuân Chính; Lịch sử văn hóa; vùng Đông Bắc Bộ,Wikipedia-Heritage
Đình Tuân Lộ,Đình Tuân Lộ,locatedIn,Phú Thọ,Phú Thọ,2003,2003,,,,,"Tuân Chính, Vĩnh Tường; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Đình và chùa Vĩnh Sơn,Đình và chùa Vĩnh Sơn,locatedIn,Phú Thọ,Phú Thọ,2000,2000,,,,,"Vĩnh Sơn, Vĩnh Tường; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Đình Sông Kênh,Đình Sông Kênh,locatedIn,Phú Thọ,Phú Thọ,2003,2003,,,,,"Nghĩa Hưng, Vĩnh Tường; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Đền Thính,Đền Thính,locatedIn,Phú Thọ,Phú Thọ,1992,1992,,,,,Tam Hồng; Lịch sử văn hóa; vùng Đông Bắc Bộ,Wikipedia-Heritage
Đền Tranh (Vĩnh Phúc),Đền Tranh (Vĩnh Phúc),locatedIn,Phú Thọ,Phú Thọ,1993,1993,,,,,"Trung Nguyên, Yên Lạc; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Đền Đồng Lạc,Đền Đồng Lạc,locatedIn,Phú Thọ,Phú Thọ,1994,1994,,,,,"Đồng Văn, Yên Lạc; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Đình Yên Lạc,Đình Yên Lạc,locatedIn,Phú Thọ,Phú Thọ,1996,1996,,,,,"Đồng Văn, Yên Lạc; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Đình Hùng Vĩ,Đình Hùng Vĩ,locatedIn,Phú Thọ,Phú Thọ,1992,1992,,,,,"Đồng Văn, Yên Lạc; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Chùa Tiền Môn,Chùa Tiền Môn,locatedIn,Phú Thọ,Phú Thọ,1994,1994,,,,,"Đồng Văn, Yên Lạc; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Chùa Đại An,Chùa Đại An,locatedIn,Phú Thọ,Phú Thọ,2000,2000,,,,,"Đồng Văn, Yên Lạc; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Đình Tri Chỉ,Đình Tri Chỉ,locatedIn,Phú Thọ,Phú Thọ,1996,1996,,,,,Đồng Cương; Lịch sử văn hóa; vùng Đông Bắc Bộ,Wikipedia-Heritage
Đình Yên Nội,Đình Yên Nội,locatedIn,Phú Thọ,Phú Thọ,1993,1993,,,,,"Văn Tiến, Yên Lạc; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Chùa Biện Sơn,Chùa Biện Sơn,locatedIn,Phú Thọ,Phú Thọ,1996,1996,,,,,Yên Lạc; Lịch sử văn hóa; vùng Đông Bắc Bộ,Wikipedia-Heritage
Khảo cổ học Đồng Đậu,Khảo cổ học Đồng Đậu,locatedIn,Phú Thọ,Phú Thọ,2000,2000,,,,,"Yên Lạc, Yên Lạc; Khảo cổ; vùng Đông Bắc Bộ",Wikipedia-Heritage
Đình Thứa Thượng,Đình Thứa Thượng,locatedIn,Phú Thọ,Phú Thọ,1994,1994,,,,,"Duy Phiên, Tam Dương; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Đình Phú Vinh,Đình Phú Vinh,locatedIn,Phú Thọ,Phú Thọ,2001,2001,,,,,"Duy Phiên, Tam Dương; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Chùa Hà Tiên (Vĩnh Phúc),Chùa Hà Tiên (Vĩnh Phúc),locatedIn,Phú Thọ,Phú Thọ,1995,1995,,,,,Định Trung; Lịch sử văn hóa; vùng Đông Bắc Bộ,Wikipedia-Heritage
Chùa Tích Sơn,Chùa Tích Sơn,locatedIn,Phú Thọ,Phú Thọ,1992,1992,,,,,"Tích Sơn, Vĩnh Yên; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Đình Đông Đạo,Đình Đông Đạo,locatedIn,Phú Thọ,Phú Thọ,1994,1994,,,,,"Đồng Tâm, Vĩnh Yên; Lịch sử văn hóa; vùng Đông Bắc Bộ",Wikipedia-Heritage
Địa điểm cơ quan Ban Nông vận Trung ương và Hội Nông dân cứu quốc Trung ương (1949-1952),Địa điểm cơ quan Ban Nông vận Trung ương và Hội Nông dân cứu quốc Trung ương (1949-1952),locatedIn,Thái Nguyên,Thái Nguyên,2020,2020,,,,,"Điềm Mặc, Định Hóa; Lịch sử; vùng Đông Bắc Bộ",Wikipedia-Heritage
Địa điểm cơ quan Tổng bộ Việt Minh (1947-1948) và Nơi làm việc của đồng chí Hoàng Quốc Việt (1947-1950),Địa điểm cơ quan Tổng bộ Việt Minh (1947-1948) và Nơi làm việc của đồng chí Hoàng Quốc Việt (1947-1950),locatedIn,Thái Nguyên,Thái Nguyên,2020,2020,,,,,Điềm Mặc; Lịch sử; vùng Đông Bắc Bộ,Wikipedia-Heritage
Địa điểm thành lập Tổng cục cung cấp (11/7/1950),Địa điểm thành lập Tổng cục cung cấp (11/7/1950),locatedIn,Thái Nguyên,Thái Nguyên,2015,2015,,,,,Định Hóa; Lịch sử; vùng Đông Bắc Bộ,Wikipedia-Heritage
Nơi ở và làm việc của Đại tướng Võ Nguyên Giáp tại Keo En (1953-1954),Nơi ở và làm việc của Đại tướng Võ Nguyên Giáp tại Keo En (1953-1954),locatedIn,Thái Nguyên,Thái Nguyên,2017,2017,,,,,Định Hóa; Lịch sử văn hóa; vùng Đông Bắc Bộ,Wikipedia-Heritage
Nơi làm việc của Bộ Tổng tham mưu Quân đội Nhân dân Việt Nam (1949-1954),Nơi làm việc của Bộ Tổng tham mưu Quân đội Nhân dân Việt Nam (1949-1954),locatedIn,Thái Nguyên,Thái Nguyên,2015,2015,,,,,Định Hóa; Lịch sử; vùng Đông Bắc Bộ,Wikipedia-Heritage
Xưởng Đội Cấn - Nhà máy quân giới K77 (1947-1954),Xưởng Đội Cấn - Nhà máy quân giới K77 (1947-1954),locatedIn,Thái Nguyên,Thái Nguyên,2017,2017,,,,,Định Hóa; Lịch sử văn hóa; vùng Đông Bắc Bộ,Wikipedia-Heritage
"Địa điểm cơ quan Bộ Tổng tham mưu Quân đội nhân dân Việt Nam và Nơi ở, làm việc của Tổng tham mưu trưởng Hoàng Văn Thái (1949-1954)","Địa điểm cơ quan Bộ Tổng tham mưu Quân đội nhân dân Việt Nam và Nơi ở, làm việc của Tổng tham mưu trưởng Hoàng Văn Thái (1949-1954)",locatedIn,Thái Nguyên,Thái Nguyên,2017,2017,,,,,Định Hóa; Lịch sử văn hóa; vùng Đông Bắc Bộ,Wikipedia-Heritage
Định Hóa,Định Hóa,locatedIn,Thái Nguyên,Thái Nguyên,2012,2012,,,,,Lịch sử đặc biệt; 1981; vùng Đông Bắc Bộ,Wikipedia-Heritage
Địa điểm di tích Chủ tịch Hồ Chí Minh thăm trường Đảng Nguyễn Ái Quốc (1949) ở Làng Luông,Địa điểm di tích Chủ tịch Hồ Chí Minh thăm trường Đảng Nguyễn Ái Quốc (1949) ở Làng Luông,locatedIn,Thái Nguyên,Thái Nguyên,,,,,,,Định Hóa; Lịch sử; vùng Đông Bắc Bộ,Wikipedia-Heritage
Danh lam thắng cảnh Chùa Hang,Danh lam thắng cảnh Chùa Hang,locatedIn,Thái Nguyên,Thái Nguyên,2015,2015,,,,,Định Hóa; Danh thắng; vùng Đông Bắc Bộ,Wikipedia-Heritage
Địa điểm khai sinh ngành Điện ảnh và Nhiếp ảnh cách mạng Việt Nam (1953),Địa điểm khai sinh ngành Điện ảnh và Nhiếp ảnh cách mạng Việt Nam (1953),locatedIn,Thái Nguyên,Thái Nguyên,,,,,,,Định Hóa; Lịch sử; vùng Đông Bắc Bộ,Wikipedia-Heritage
Địa điểm thành lập chính quyền huyện Định Hóa (1945),Địa điểm thành lập chính quyền huyện Định Hóa (1945),locatedIn,Thái Nguyên,Thái Nguyên,,,,,,,Định Hóa; Lịch sử; vùng Đông Bắc Bộ,Wikipedia-Heritage
Nhà xuất bản Sự Thật,Nhà xuất bản Sự Thật,locatedIn,Thái Nguyên,Thái Nguyên,,,,,,,Định Hóa; Lịch sử; vùng Đông Bắc Bộ,Wikipedia-Heritage
Cụm di tích Kha Sơn,Cụm di tích Kha Sơn,locatedIn,Thái Nguyên,Thái Nguyên,,,,,,,Phú Bình; Lịch sử; vùng Đông Bắc Bộ,Wikipedia-Heritage
Đình Phương Độ,Đình Phương Độ,locatedIn,Thái Nguyên,Thái Nguyên,,,,,,,Phú Bình; Văn hóa nghệ thuật; vùng Đông Bắc Bộ,Wikipedia-Heritage
Đình Xuân La,Đình Xuân La,locatedIn,Thái Nguyên,Thái Nguyên,,,,,,,Phú Bình; Văn hóa nghệ thuật; vùng Đông Bắc Bộ,Wikipedia-Heritage
Đình Hộ Lệnh,Đình Hộ Lệnh,locatedIn,Thái Nguyên,Thái Nguyên,,,,,,,Phú Bình; Văn hóa nghệ thuật; vùng Đông Bắc Bộ,Wikipedia-Heritage
Chùa Úc Kỳ,Chùa Úc Kỳ,locatedIn,Thái Nguyên,Thái Nguyên,,,,,,,Phú Bình; Văn hóa nghệ thuật; vùng Đông Bắc Bộ,Wikipedia-Heritage
"Chùa Ha, Nhã Lộng","Chùa Ha, Nhã Lộng",locatedIn,Thái Nguyên,Thái Nguyên,,,,,,,Phú Bình; Văn hóa nghệ thuật; vùng Đông Bắc Bộ,Wikipedia-Heritage
Đình Đông,Đình Đông,locatedIn,Thái Nguyên,Thái Nguyên,,,,,,,Phú Bình; Lịch sử; vùng Đông Bắc Bộ,Wikipedia-Heritage
Các địa điểm lịch sử cơ sở in báo Giải Phóng,Các địa điểm lịch sử cơ sở in báo Giải Phóng,locatedIn,Thái Nguyên,Thái Nguyên,,,,,,,Phổ Yên; Lịch sử; vùng Đông Bắc Bộ,Wikipedia-Heritage
Đền Lục Giáp (Miếu Vật),Đền Lục Giáp (Miếu Vật),locatedIn,Thái Nguyên,Thái Nguyên,,,,,,,Phổ Yên; Lịch sử; vùng Đông Bắc Bộ,Wikipedia-Heritage
Chùa Tây Phúc,Chùa Tây Phúc,locatedIn,Thái Nguyên,Thái Nguyên,2007,2007,,,,,Phổ Yên; Văn hóa nghệ thuật; vùng Đông Bắc Bộ,Wikipedia-Heritage
Đền thờ Đỗ Cận,Đền thờ Đỗ Cận,locatedIn,Thái Nguyên,Thái Nguyên,,,,,,,Phổ Yên; Lịch sử; vùng Đông Bắc Bộ,Wikipedia-Heritage
Địa điểm công bố Ngày Thương binh Liệt sĩ toàn quốc tại xóm Bàn Cờ (27/7/1947),Địa điểm công bố Ngày Thương binh Liệt sĩ toàn quốc tại xóm Bàn Cờ (27/7/1947),locatedIn,Thái Nguyên,Thái Nguyên,,,,,,,Đại Từ; Lịch sử; vùng Đông Bắc Bộ,Wikipedia-Heritage
Khu di tích Núi Văn - Núi Võ,Khu di tích Núi Văn - Núi Võ,locatedIn,Thái Nguyên,Thái Nguyên,1981,1981,,,,,Đại Từ; Lịch sử; vùng Đông Bắc Bộ,Wikipedia-Heritage
Nơi thành lập cơ sở Đảng Cộng sản đầu tiên của Đảng bộ tỉnh Thái Nguyên năm 1936,Nơi thành lập cơ sở Đảng Cộng sản đầu tiên của Đảng bộ tỉnh Thái Nguyên năm 1936,locatedIn,Thái Nguyên,Thái Nguyên,1999,1999,,,,,Đại Từ; Lịch sử; vùng Đông Bắc Bộ,Wikipedia-Heritage
Địa điểm thành lập cơ quan chỉ huy Chiến khu Nguyễn Huệ,Địa điểm thành lập cơ quan chỉ huy Chiến khu Nguyễn Huệ,locatedIn,Thái Nguyên,Thái Nguyên,1999,1999,,,,,Đại Từ; Lịch sử; vùng Đông Bắc Bộ,Wikipedia-Heritage
Nơi làm việc của Chủ tịch Hồ Chí Minh (1954) tại đồi Thành Trúc,Nơi làm việc của Chủ tịch Hồ Chí Minh (1954) tại đồi Thành Trúc,locatedIn,Thái Nguyên,Thái Nguyên,2006,2006,,,,,Đại Từ; Lịch sử; vùng Đông Bắc Bộ,Wikipedia-Heritage
"Địa điểm Chủ tịch Hồ Chí Minh về thăm nhân dân xã Hùng Sơn năm 1954, 1958","Địa điểm Chủ tịch Hồ Chí Minh về thăm nhân dân xã Hùng Sơn năm 1954, 1958",locatedIn,Thái Nguyên,Thái Nguyên,,,,,,,Đại Từ; Lịch sử; vùng Đông Bắc Bộ,Wikipedia-Heritage
Địa điểm lễ nhận Quốc thư đầu tiên của Nước Việt Nam Dân Chủ Cộng Hòa (01/9/1954),Địa điểm lễ nhận Quốc thư đầu tiên của Nước Việt Nam Dân Chủ Cộng Hòa (01/9/1954),locatedIn,Thái Nguyên,Thái Nguyên,2018,2018,,,,,Đại Từ; Lịch sử; vùng Đông Bắc Bộ,Wikipedia-Heritage
"Các địa điểm của cuộc khởi nghĩa Thái Nguyên năm 1917 (Dinh Công sứ, Trại lính khố xanh, Nhà lao Thái Nguyên, Phòng tuyến Gia Sàng và Đền thờ Đội Cấn)","Các địa điểm của cuộc khởi nghĩa Thái Nguyên năm 1917 (Dinh Công sứ, Trại lính khố xanh, Nhà lao Thái Nguyên, Phòng tuyến Gia Sàng và Đền thờ Đội Cấn)",locatedIn,Thái Nguyên,Thái Nguyên,,,,,,,Thái Nguyên; Lịch sử; vùng Đông Bắc Bộ,Wikipedia-Heritage
"Các địa điểm liên quan đến hoạt động của Việt Nam Giải phóng quân ngày 19-20/8/1945 (Chùa Đán, Đình Hàng Phố và Khu Chủ sự nhà đèn cũ)","Các địa điểm liên quan đến hoạt động của Việt Nam Giải phóng quân ngày 19-20/8/1945 (Chùa Đán, Đình Hàng Phố và Khu Chủ sự nhà đèn cũ)",locatedIn,Thái Nguyên,Thái Nguyên,,,,,,,Thái Nguyên; Lịch sử; vùng Đông Bắc Bộ,Wikipedia-Heritage
Khu công nghiệp Gang thép Thái Nguyên,Khu công nghiệp Gang thép Thái Nguyên,locatedIn,Thái Nguyên,Thái Nguyên,,,,,,,Thái Nguyên; Lịch sử; vùng Đông Bắc Bộ,Wikipedia-Heritage
Địa điểm các Thanh niên xung phong Đại đội 915 hy sinh tại Lưu Xá (12/1972),Địa điểm các Thanh niên xung phong Đại đội 915 hy sinh tại Lưu Xá (12/1972),locatedIn,Thái Nguyên,Thái Nguyên,,,,,,,Thái Nguyên; Lịch sử; vùng Đông Bắc Bộ,Wikipedia-Heritage
Chùa Hang (Kim Sơn Tự),Chùa Hang (Kim Sơn Tự),locatedIn,Thái Nguyên,Thái Nguyên,,,,,,,Đồng Hỷ; Danh thắng; vùng Đông Bắc Bộ,Wikipedia-Heritage
Động Linh Sơn,Động Linh Sơn,locatedIn,Thái Nguyên,Thái Nguyên,1999,1999,,,,,Đồng Hỷ; Danh thắng; vùng Đông Bắc Bộ,Wikipedia-Heritage
Địa điểm Đại hội chiến sĩ thi đua toàn quốc lần thứ nhất (1952),Địa điểm Đại hội chiến sĩ thi đua toàn quốc lần thứ nhất (1952),locatedIn,Thái Nguyên,Thái Nguyên,,,,,,,Phú Lương; Lịch sử; vùng Đông Bắc Bộ,Wikipedia-Heritage
"Địa điểm xưởng quân giới, nơi chế tạo thành công súng Bazoka (1947)","Địa điểm xưởng quân giới, nơi chế tạo thành công súng Bazoka (1947)",locatedIn,Thái Nguyên,Thái Nguyên,,,,,,,Phú Lương; Lịch sử; vùng Đông Bắc Bộ,Wikipedia-Heritage
